Address,Bedroom,Bathroom,Area,Price
"Johar Town Phase 2 - Block P, Lahore",4,5,10 Marla,3.65 crore
"Formanites Housing Scheme, Lahore",5,6,10 Marla,3.1 crore
"Model Town, Lahore",5,5,1.2 Kanal,18 crore
"DHA Phase 6, Lahore",5,5,1 Kanal,11.8 crore
"DHA Phase 6, Lahore",6,6,1 Kanal,13.5 crore
"DHA Phase 6, Lahore",5,5,1 Kanal,15 crore
"DHA Phase 6, Lahore",6,6,1 Kanal,15 crore
"Formanites Housing Scheme, Lahore",5,5,10 Marla,3.15 crore
"DHA Phase 6, Lahore",6,6,1 Kanal,11.5 crore
"DHA Phase 6, Lahore",5,5,1 Kanal,14 crore
"DHA Phase 6, Lahore",5,5,20 Marla,8.95 crore
"DHA Town Phase 9, Lahore",3,4,5 Marla,2.1 crore
"DHA Phase 5, Lahore",5,5,1 Kanal,9 crore
"Khayaban E Amin, Lahore",2,2,5 Marla,70 lac
"Khayaban E Amin, Lahore",2,2,5 Marla,70 lac
"Khayaban E Amin, Lahore",2,2,5 Marla,70 lac
"Khayaban E Amin, Lahore",2,2,5 Marla,70 lac
"Khayaban E Amin, Lahore",2,2,5 Marla,70 lac
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.97 crore
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.95 crore
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.94 crore
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.93 crore
"Bedian Road, Lahore",3,3,3 Marla,92 lac
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.92 crore
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.9 crore
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.9 crore
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.88 crore
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.86 crore
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.85 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.55 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.55 crore
"Wapda Town Phase 2, Lahore",4,5,10 Marla,3.84 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.52 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,3.82 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,3.8 crore
"Defence Fort, Lahore",3,3,3 Marla,1.25 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,3.78 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,3.76 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,3.75 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,4.23 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,4.22 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,4.2 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,4.18 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,4.1 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,4.15 crore
"Tariq Garden - H Block, Lahore",4,5,10 Marla,4.14 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Tariq Garden - C Block, Lahore",4,5,10 Marla,4.13 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Tariq Garden - C Block, Lahore",4,5,10 Marla,4.12 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Tariq Garden - C Block, Lahore",4,5,10 Marla,4.1 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"Al Rehman Garden Phase 2, Lahore",5,6,10 Marla,3.5 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.2 crore
"Tariq Garden - C Block, Lahore",4,5,10 Marla,4.08 crore
"Tariq Garden - C Block, Lahore",4,5,10 Marla,4.06 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"Tariq Garden - C Block, Lahore",4,5,10 Marla,4.05 crore
"Tariq Garden - C Block, Lahore",4,5,10 Marla,4.03 crore
"Tariq Garden - C Block, Lahore",4,5,10 Marla,4.03 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,4.02 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,3.98 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,3.97 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,3.96 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,3.93 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,3.92 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,3.91 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,3.9 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,3.89 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,3.88 crore
"Tariq Garden - E Block, Lahore",4,5,10 Marla,3.87 crore
"LDA Avenue Phase 1, Lahore",5,6,10 Marla,3.25 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.86 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.85 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.84 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.83 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.82 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.8 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.78 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.77 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.77 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.76 crore
"Tariq Garden - G Block, Lahore",4,5,10 Marla,3.75 crore
"Johar Town Phase 2 - Block J3, Lahore",3,4,5 Marla,75000
"Aashiana E Quaid Housing Scheme, Lahore",2,2,3 Marla,70 lac
"Model Town Link Road, Lahore",4,5,10 Marla,6.4 crore
"Model Town Link Road, Lahore",4,5,10 Marla,5.6 crore
"Model Town, Lahore",4,5,10 Marla,5.8 crore
"Model Town, Lahore",4,5,10 Marla,5.8 crore
"Model Town, Lahore",4,5,10 Marla,6.2 crore
"Model Town, Lahore",4,5,10 Marla,6.5 crore
"Model Town, Lahore",4,5,10 Marla,6.5 crore
"New Garden Town, Lahore",4,5,10 Marla,8.2 crore
"New Garden Town, Lahore",4,5,10 Marla,6.6 crore
"New Garden Town, Lahore",4,5,10 Marla,6.7 crore
"New Garden Town, Lahore",4,5,10 Marla,6.5 crore
"Faisal Town, Lahore",4,5,10 Marla,6.1 crore
"Faisal Town, Lahore",4,5,10 Marla,8 crore
"Faisal Town, Lahore",4,5,10 Marla,7.6 crore
"Faisal Town, Lahore",4,5,10 Marla,7.4 crore
"Faisal Town, Lahore",4,5,10 Marla,7.4 crore
"Model Town Link Road, Lahore",4,5,10 Marla,7.3 crore
"Model Town Link Road, Lahore",4,5,10 Marla,7.9 crore
"Model Town Link Road, Lahore",4,5,10 Marla,7.6 crore
"Faisal Town, Lahore",4,5,10 Marla,7 crore
"Faisal Town, Lahore",4,5,10 Marla,6.5 crore
"DHA Rahbar, Lahore",3,4,5 Marla,2.25 crore
"DHA Phase 6, Lahore",5,5,1 Kanal,14.8 crore
"Walton Road, Lahore",7,5,2.5 Marla,85 lac
"DHA Phase 6, Lahore",5,6,1 Kanal,8.95 crore
"DHA Phase 6, Lahore",5,6,1 Kanal,8.95 crore
"DHA Phase 6, Lahore",4,5,1 Kanal,7.5 crore
"DHA Town Phase 9, Lahore",3,4,5 Marla,2.05 crore
"DHA Town Phase 9, Lahore",3,4,5 Marla,2.12 crore
"Johar Town Phase 2 - Block K, Lahore",3,4,5 Marla,2.5 crore
"Johar Town Phase 2 - Block K, Lahore",3,4,5 Marla,2.55 crore
"Johar Town Phase 2 - Block K, Lahore",3,4,5 Marla,2.57 crore
"Johar Town Phase 2 - Block K, Lahore",4,5,10 Marla,3.82 crore
"Johar Town Phase 2 - Block K, Lahore",4,5,10 Marla,3.78 crore
"Johar Town Phase 2 - Block K, Lahore",3,4,5 Marla,2.58 crore
"Johar Town Phase 2 - Block K, Lahore",3,4,5 Marla,2.55 crore
"Johar Town Phase 1 - Block D, Lahore",4,5,10 Marla,3.69 crore
"Johar Town Phase 1 - Block D, Lahore",4,5,10 Marla,3.68 crore
"Johar Town Phase 1 - Block D, Lahore",4,5,10 Marla,3.65 crore
"Johar Town Phase 1 - Block D, Lahore",3,4,5 Marla,2.48 crore
"Johar Town Phase 1 - Block D, Lahore",3,4,5 Marla,2.35 crore
"Johar Town Phase 1 - Block D, Lahore",4,5,10 Marla,3.87 crore
"Johar Town Phase 1 - Block D, Lahore",4,5,10 Marla,3.85 crore
"Johar Town Phase 1 - Block D, Lahore",3,4,5 Marla,2.54 crore
"Johar Town Phase 2 - Block M, Lahore",4,5,10 Marla,3.96 crore
"Johar Town Phase 2 - Block M, Lahore",4,5,10 Marla,3.94 crore
"Johar Town Phase 2 - Block M, Lahore",4,5,10 Marla,3.93 crore
"Johar Town Phase 2 - Block M, Lahore",4,5,10 Marla,3.9 crore
"Johar Town Phase 2 - Block M, Lahore",4,5,10 Marla,3.89 crore
"Johar Town Phase 2 - Block M, Lahore",4,5,10 Marla,3.84 crore
"Johar Town Phase 2 - Block M, Lahore",4,5,10 Marla,3.82 crore
"Johar Town Phase 2 - Block M, Lahore",4,5,10 Marla,3.87 crore
"Johar Town Phase 2 - Block M, Lahore",4,5,10 Marla,3.92 crore
"DHA Phase 8, Lahore",7,8,1 Kanal,15 crore
"Johar Town Phase 2 - Block M, Lahore",3,4,5 Marla,2.47 crore
"Johar Town Phase 2 - Block M, Lahore",3,4,5 Marla,2.47 crore
"Johar Town Phase 2 - Block J3, Lahore",3,4,5 Marla,2.45 crore
"Johar Town Phase 2 - Block J3, Lahore",4,5,10 Marla,3.57 crore
"Johar Town Phase 2 - Block J3, Lahore",4,5,10 Marla,3.54 crore
"Model Town Link Road, Lahore",4,5,10 Marla,7.6 crore
"Johar Town Phase 2 - Block J3, Lahore",4,5,10 Marla,3.72 crore
"Johar Town Phase 2 - Block J3, Lahore",4,5,10 Marla,3.7 crore
"Model Town Link Road, Lahore",4,5,10 Marla,7.9 crore
"Johar Town Phase 2 - Block J3, Lahore",4,5,10 Marla,3.68 crore
"Johar Town Phase 2 - Block J3, Lahore",4,5,10 Marla,3.66 crore
"Johar Town Phase 2 - Block J3, Lahore",4,5,10 Marla,3.65 crore
"Johar Town Phase 2 - Block J3, Lahore",4,5,10 Marla,3.64 crore
"Model Town Link Road, Lahore",4,5,10 Marla,7.3 crore
"Johar Town Phase 2 - Block J3, Lahore",4,5,10 Marla,3.62 crore
"Johar Town Phase 2 - Block J3, Lahore",4,5,10 Marla,3.56 crore
"Faisal Town, Lahore",4,5,10 Marla,7.4 crore
"Johar Town Phase 1 - Block B2, Lahore",4,5,10 Marla,3.54 crore
"Johar Town Phase 1 - Block B2, Lahore",4,5,10 Marla,3.52 crore
"Johar Town Phase 1 - Block B2, Lahore",4,5,10 Marla,3.5 crore
"Faisal Town, Lahore",4,5,10 Marla,7.3 crore
"Johar Town Phase 1 - Block B2, Lahore",4,5,10 Marla,3.95 crore
"Faisal Town, Lahore",4,5,10 Marla,7.4 crore
"Johar Town Phase 1 - Block B2, Lahore",4,5,10 Marla,3.9 crore
"Faisal Town, Lahore",4,5,10 Marla,7.6 crore
"Johar Town Phase 1 - Block B3, Lahore",4,5,10 Marla,3.58 crore
"Faisal Town, Lahore",4,5,10 Marla,8 crore
"Johar Town Phase 1 - Block B3, Lahore",4,5,10 Marla,3.72 crore
"Faisal Town, Lahore",4,5,10 Marla,6.1 crore
"Johar Town Phase 1 - Block B3, Lahore",4,5,10 Marla,3.68 crore
"Johar Town Phase 1 - Block B3, Lahore",4,5,10 Marla,3.65 crore
"Johar Town Phase 1 - Block B3, Lahore",4,5,10 Marla,3.65 crore
"Johar Town Phase 1 - Block B3, Lahore",4,5,10 Marla,3.6 crore
"Johar Town Phase 1 - Block B3, Lahore",4,5,10 Marla,3.75 crore
"Johar Town Phase 1 - Block B3, Lahore",4,5,10 Marla,3.92 crore
"New Garden Town, Lahore",4,5,10 Marla,6.3 crore
"Johar Town Phase 1 - Block B3, Lahore",4,5,10 Marla,3.95 crore
"Johar Town Phase 1 - Block B3, Lahore",4,5,10 Marla,3.4 crore
"New Garden Town, Lahore",4,5,10 Marla,6.5 crore
"New Garden Town, Lahore",4,5,10 Marla,6.7 crore
"New Garden Town, Lahore",4,5,10 Marla,6.7 crore
"New Garden Town, Lahore",4,5,10 Marla,6.6 crore
"New Garden Town, Lahore",4,5,10 Marla,8.2 crore
"Model Town, Lahore",4,5,10 Marla,6.5 crore
"Model Town, Lahore",4,5,10 Marla,6.2 crore
"Model Town, Lahore",4,5,10 Marla,5.6 crore
"Model Town, Lahore",4,5,10 Marla,5.8 crore
"Model Town Link Road, Lahore",4,5,10 Marla,5.6 crore
"Model Town Link Road, Lahore",4,5,10 Marla,6.4 crore
"Model Town Link Road, Lahore",4,5,10 Marla,6.5 crore
"Model Town Link Road, Lahore",4,5,10 Marla,8.3 crore
"Model Town Extension, Lahore",4,5,10 Marla,8.5 crore
"Model Town Extension, Lahore",4,5,10 Marla,8.2 crore
"Model Town Extension, Lahore",4,5,10 Marla,8.5 crore
"Model Town Extension, Lahore",4,5,10 Marla,7.5 crore
"Faisal Town, Lahore",4,5,10 Marla,5.8 crore
"Faisal Town, Lahore",4,5,10 Marla,5.6 crore
"Faisal Town, Lahore",4,5,10 Marla,5.2 crore
"Faisal Town, Lahore",4,5,10 Marla,5.2 crore
"Model Town, Lahore",4,5,10 Marla,6.6 crore
"Model Town, Lahore",4,5,10 Marla,7.5 crore
